lid,rid
437478,594890
318347,634379
473078,595759
758813,936076
105667,1017323
1007698,1024920
172195,960646
29044,1179021
1152748,1157915
945755,1182646
865849,961379
415403,712039
11110,69328
881312,1069322
1013790,1080625
395473,867886
422806,1184959
594447,703376
260895,1022519
446559,1203962
488092,1123158
477285,799996
456846,1162867
516209,883531
119740,784511
454978,1027722
457528,856360
61510,517881
655868,717376
812586,1086162
499493,597147
767189,1135068
189181,727615
635948,1056868
232008,1018009
515094,1017001
16630,112160
345222,532961
1106459,1156790
204630,1084817
361517,497700
1070805,1112301
593773,1019169
783151,1188428
491067,895197
644096,1048947
584046,1135728
364999,1056635
300886,920060
988542,1009985
456,653609
484499,578863
458413,748980
318647,956393
454298,730295
279165,1105250
691296,850706
782512,1128290
66810,542630
916456,1153093
433085,748964
521210,576267
13668,894081
348899,663821
566407,624240
203406,967093
627092,1211950
302169,1165455
994103,1121839
43891,837685
875986,952342
270006,650932
162864,771192
11497,793809
310682,1159002
941822,1054717
130424,599856
43757,1215832
879333,1215882
512336,1222318
344251,792517
48350,556634
1900,189142
371797,396535
366250,944128
280842,894864
84856,432153
834555,1133746
874446,1102787
373101,837095
91257,839063
683124,1076592
598537,601035
524582,585765
631419,830810
568373,934552
399188,626071
375595,755975
274145,624725
186433,881541
398203,909357
415431,1037283
535494,1115467
660769,719172
39481,636448
91292,267723
1110558,1222058
289408,706192
442941,1193141
780049,1054011
865914,1169162
154594,933164
59614,196875
1095158,1108398
207147,405504
730443,1061939
193161,683173
1664,860872
635388,1196706
318949,671841
65889,1108965
749951,896196
7331,569146
708154,955262
609479,949473
28251,446468
649783,985637
523835,551549
42720,900990
575151,672141
355404,610407
363609,577006
28710,105392
934382,1053006
298438,412204
77259,472741
817679,861386
422490,870923
683673,1142017
530520,738293
134164,640840
111472,789161
60828,325911
809931,1121000
661689,818310
62221,178048
317765,899455
831131,1212622
1054717,1185276
244215,383301
401623,788751
890828,919576
435539,947133
308660,675491
773340,1036937
419916,626904
800355,1100787
931900,1007748
566623,948754
869181,1018513
260263,983418
240460,764054
198075,402328
559999,1156870
204121,227914
201411,1182137
723237,847519
489982,575695
107100,840406
100081,777144
262129,1023805
386930,1158772
941822,1069322
78610,429082
113871,632690
624746,651915
118876,1222655
387062,1210569
964940,1185276
510002,695501
112488,559818
640518,881312
361262,689047
394516,754692
376515,636642
598671,865201
239979,832024
33805,860056
48359,773153
850402,871879
69967,990399
368732,964744
886419,1050136
770782,874526
437850,769315
84711,847027
285942,973811
125998,366328
507224,949616
365582,493100
523084,1185276
277276,1064157
714127,1116994
693068,894328
566354,826648
609488,958179
136832,971961
43027,794104
440580,498540
95247,527092
842666,1154134
565752,949376
15132,315477
567437,807549
628403,1222343
393730,593780
118455,167256
368299,1199874
705852,1222430
359938,488832
339849,869455
51777,154187
115177,347486
147676,1073178
326938,902951
635389,726404
634218,947484
942805,1006958
818215,999730
107994,706320
225556,1206982
638746,1214741
73275,725845
381440,401218
551345,748457
565894,932059
284261,792425
1161751,1206294
302746,798988
130237,336915
158483,1217146
423311,959828
29764,327275
309288,1120867
93786,923954
66430,185336
208602,343619
40147,273810
46786,331189
255131,708960
773463,821474
689183,913961
702623,863059
417155,524806
498857,856240
260466,474404
108083,1194476
200563,641930
470688,1199814
140761,1042295
316657,727672
112896,696314
33989,358556
417012,807428
115903,839087
554565,908088
711427,927681
360199,1059136
812450,1212020
393846,906817
60384,107718
336806,1072132
589621,1137305
367948,611478
797076,797433
80798,508850
47184,526620
338858,515361
193799,684428
671859,748201
581157,716612
210738,1190213
455066,682866
371914,1111385
778447,1210208
292854,985416
1082441,1177817
795750,1174737
274422,969065
112516,168681
226570,1176361
174918,942291
511170,1136842
183975,777642
676649,932639
757184,886234
393930,520955
512917,692964
89638,902072
810406,966661
786747,791885
127374,212687
370014,461772
477361,532071
1929,431471
609276,775422
443929,1086103
28069,33374
566801,587308
77901,678949
544011,916543
25147,339038
77518,1210329
65057,104426
305958,453196
543757,1042987
211874,761056
669,1021803
23271,56511
297618,760439
56658,179840
284260,513729
1102276,1219373
116502,428542
301745,760667
17048,216676
851893,1193305
195051,573994
219011,548213
204415,397976
451400,1029675
71787,223400
31167,312802
757604,1134822
287557,458008
273735,791543
459991,575688
353239,389791
975934,978114
452092,457171
343794,493231
1133476,1137790
1058206,1092220
660612,778542
704131,1076626
85001,138385
538818,1157921
258038,867262
514376,669025
906275,1003417
64759,901666
447600,901387
29310,1047706
753881,926968
110041,923147
76166,806645
113899,478012
86746,199191
423741,677504
256048,1117471
85084,1104338
172832,847179
473248,1115452
629792,1205100
1101982,1104185
631935,1176182
45978,548240
249052,828798
27209,736953
213382,844903
394744,925605
190950,298452
198772,441824
829273,875372
313650,938246
332053,1184357
733059,964891
326045,575698
899589,1105390
683194,786972
945231,1153979
148811,1107319
266704,1120946
398498,558563
295287,1124614
538720,668847
451477,610939
67003,670948
163439,520711
755397,881713
879603,1108122
593200,941241
137717,754272
189112,194798
336026,436401
438823,879635
340620,670727
360653,983171
896180,973725
368390,866698
236024,397299
477988,832734
234671,635866
588962,822930
617957,736957
52403,323648
575019,666842
59803,1194261
1076106,1196931
541748,981464
526449,1161740
173466,1097389
624158,940850
116763,493311
709202,1069623
973972,1066934
296720,493246
493136,955541
510607,910821
503484,1176903
99609,1050574
676044,1131178
8748,831053
497805,1115136
426469,1142584
558099,715233
828769,882389
228501,827341
84534,108666
77866,677503
481005,760407
990572,1028522
775805,1072877
382649,697997
125197,1107268
160133,913876
1824,53926
38425,1145535
329132,1206891
53925,828574
274269,818914
256387,695860
906973,1064023
456949,1205200
217663,1133705
394047,473863
1013510,1116023
538122,1116449
803985,1146677
854167,1118156
472755,813663
132778,181495
55567,694220
276225,337468
949055,1210152
330944,542739
447982,629976
122511,880751
281478,1067859
637573,913811
114666,367482
754174,1164029
233214,520950
544854,1202285
37930,479318
106826,138268
681510,877234
104512,482476
97477,834415
475671,953285
564889,1042475
861105,990339
222302,371869
707321,964737
131183,227372
671010,886730
111163,1078180
32025,48079
50310,1186302
400472,1080716
134021,984273
118811,631968
187797,825716
795650,1141916
863064,1014702
808136,1017124
189203,1167354
673104,1089549
216712,395006
229673,797710
987202,993725
535141,769258
984694,1046839
421319,1219926
188167,1195317
61284,1203450
331417,371090
57326,1170419
153205,259180
363288,389527
790640,919396
362783,1163308
423554,910299
328879,930627
439305,926845
551788,832143
151530,257584
36940,246926
318042,881855
86070,861492
467203,848180
510391,810576
149475,481357
558932,1105603
112136,918188
763705,1036173
62597,1161623
176421,1160670
647876,899963
32022,317475
70127,89145
421539,435961
487524,602939
537309,877876
98308,354822
303654,337713
42528,763505
263722,1100486
258194,541705
180545,876165
123090,270008
96586,624259
48692,300935
475680,881266
3778,323422
557741,1034779
734657,916496
22766,859502
15380,203979
63410,512080
1130400,1213830
25347,361893
524420,916584
101880,868014
1016484,1166899
203914,802745
233558,273965
74192,617704
252874,532838
819925,958179
319577,557456
373751,623778
396047,556963
226891,1026361
885081,1057789
521539,950649
954368,1107943
58254,465522
705327,826934
545212,702227
306305,503990
506637,1120947
339919,832159
140808,730218
750363,1026425
602872,1029272
346154,575414
306203,797193
879358,1087752
75286,286416
82424,505000
1106176,1120882
528420,945653
750908,939757
385054,937348
266422,476342
221261,1088945
399035,672517
259191,319825
60384,1108965
609588,1159837
994907,1162444
228204,674408
19490,349007
429721,989643
474335,642832
889946,930208
85672,1060506
58639,1083972
648436,964799
257429,560816
598500,719494
435960,814146
243237,1001187
180539,916239
526937,1093599
429228,1034972
116278,401023
830810,833409
981741,1013568
528169,803774
149703,673828
746229,1159664
381434,655663
796544,1146948
210243,860941
79310,1083571
271556,1044594
511549,953935
40395,371633
529628,609367
67949,1061217
338778,565232
901811,1220069
244989,381492
531066,873948
311140,742454
166307,388071
420981,667123
189899,559373
923869,929007
667743,1118267
473549,824826
33889,1023408
384811,533132
9828,111330
491061,652588
23598,180507
166112,366103
825360,910863
798833,1120834
968290,1016359
184415,755340
685792,816086
577242,870392
401541,979144
11461,227360
650626,987324
406051,1079834
718523,957046
543793,606238
232331,653829
223679,513383
497759,596237
679457,1107309
40583,324863
642664,1023112
388417,848988
7717,985510
391315,437288
553630,917235
711833,1006468
499306,729489
634673,698667
530349,1213399
309092,895317
63676,102957
345237,866481
263255,389421
213176,940170
266203,649307
32490,289457
282121,1161456
326964,850160
975572,1041885
214204,255557
698956,1101025
955631,1141731
477196,888681
375866,661754
168935,645484
542347,606545
714798,954330
780957,810453
455066,1040832
177839,831413
295177,391931
873191,1190400
529767,1131544
282060,554571
850928,1128301
159491,901874
102428,1191149
205497,362467
265368,1061907
84738,208177
542459,789339
30654,114199
180227,391503
219131,973481
475436,1015408
296360,310431
279670,286318
18085,103301
527769,804674
417201,1063414
594008,872003
543077,957591
879190,1213834
608982,1025798
434862,686061
1146022,1189243
234982,897798
60699,166307
573626,1190496
887524,1033514
999692,1103476
716123,1208245
536113,777474
264870,841678
14963,1166763
626896,1079342
336213,1045899
211714,413333
800889,1103543
690537,737391
314370,484759
121964,1022142
35502,1172666
5632,154240
14031,1087936
447563,582741
239733,466651
48956,1207083
369692,840224
641425,1212492
525836,638932
58188,1059993
405706,1103476
768116,841631
521540,582494
21578,1115073
807373,912766
327865,466748
17510,294964
815532,1061947
521540,617957
386874,770491
166794,677026
785871,820055
562559,584638
377845,1112975
733444,877217
964190,1186469
748309,1114046
669869,759916
203318,253982
736947,1117885
193498,580853
865020,1198444
112091,802362
391559,591446
320614,368050
76298,1120242
672036,875880
715593,810789
246200,972252
420633,1097479
126792,1050868
25388,1174627
307968,494812
402182,955057
91085,231516
96473,840467
58812,870800
482638,850450
54563,797212
357421,1130942
104148,201797
86239,306664
284798,759289
629399,1119360
247251,545825
17679,533353
17885,1052296
822851,1066602
509667,671807
1024468,1025956
291573,770139
864640,1106894
39400,972838
805354,1056164
399965,844991
1179119,1180133
588870,797303
427733,1028461
130317,732419
493332,854382
841489,842158
20467,644682
206282,406453
665594,840491
619530,1187167
114273,468534
764433,863650
981924,1175289
866982,1147210
151413,905167
156437,932708
299253,499602
396913,441775
44807,817540
375182,597230
119716,960630
279666,1189939
44482,443171
678166,910885
467308,581720
432465,1171789
287600,718649
744412,880159
349802,792813
49724,592078
73638,953740
478584,1100587
936472,1161856
327150,614257
383770,615245
712700,1019826
532724,753873
318924,983630
996605,1203568
317766,980863
32624,658810
632917,640518
398249,976147
37627,1101208
246548,1087564
29349,649938
554958,1015123
96178,207091
566333,810068
805833,974110
112705,577711
642870,981703
138883,254000
159487,771094
822126,1091178
40354,176386
47534,448372
260758,278054
77128,1017985
242230,1195261
387731,613087
297757,890993
229000,286097
293683,751206
687245,834425
398380,1219721
516941,1030895
1035969,1147808
697493,899017
15,788473
41661,680219
448368,963842
93198,1133695
653216,1155821
85050,1148382
320366,438018
678166,1111531
457131,1058261
295148,858792
533099,595652
121215,743714
417447,950128
680824,1018734
679250,1203934
580732,1155526
496959,1072996
378072,878183
379083,1131400
420337,1056099
335095,926587
510039,1092677
23326,389138
354713,804396
696975,1029737
910885,1159643
397422,571530
211489,867824
154708,665237
616944,924182
445494,1008123
268277,994987
610214,782957
455357,1141548
790524,874874
627725,753851
2629,901342
689013,916506
565899,1112839
538187,874213
598032,913795
458693,1146882
134021,581720
206817,616252
433746,1110371
790980,824351
10257,479738
13065,512529
684485,733357
694114,866386
398334,691560
776057,839892
200135,712332
582494,758322
1186078,1195317
43042,1044939
540975,630965
428733,434501
489972,1118990
68624,641596
750781,1122966
253455,591816
205468,1069571
942483,1102615
525630,918386
114756,824509
408853,597982
244228,526495
512071,1126694
265435,466132
879216,954168
163103,273138
322904,955403
176216,219397
1136189,1210477
824418,1155081
202809,1203995
956492,1174437
306181,802537
206657,223991
698741,1020443
27397,1217788
42737,1145380
88162,830302
74244,317974
57719,1198339
128081,1183517
897628,1217711
6438,819916
663874,1097410
554721,1136928
567177,994958
497783,1029419
182825,871441
34051,106012
528265,826544
876300,960131
677089,828939
887880,1110839
83385,132270
181328,1206819
572064,1031835
31850,760381
990299,1192875
125417,277181
200718,1216457
328668,676822
170713,645031
572466,903010
165809,1115159
28760,602270
371252,566084
611892,1069201
473649,899797
412936,638605
288353,1216879
499165,765552
340788,478687
693054,892369
492405,1188814
38147,117076
185861,605260
189775,1091825
540902,940316
370721,484568
648327,986332
353964,847021
763041,1146240
542224,674520
693975,951008
6072,690330
368419,1050209
635333,822314
304773,1218658
307875,540046
23510,109791
264581,1218171
107718,899211
435639,485538
225854,975578
364431,759669
1020366,1104983
542093,903222
273740,460773
344185,1024867
93165,998767
270265,722719
453737,864921
535117,574820
108341,174885
464447,910885
606726,719376
48156,232956
57333,316627
435542,488988
523084,830644
817407,1221026
207389,1151089
920133,1186078
393050,973520
1029614,1171531
739765,946662
152445,172945
67213,871782
703479,993760
228557,328374
600524,1002992
140386,285689
339338,559977
264514,388887
1093919,1206798
388044,664732
1058446,1116304
202,560297
570026,1047290
488926,583679
570436,746703
687342,785526
683240,1145819
222298,315724
50509,341324
830019,1085611
194802,561296
283690,448931
485605,872106
966834,1025804
934932,1005802
160528,231768
362967,749224
329551,519515
53600,746723
293161,376890
1069795,1169169
843383,1006956
92217,879002
799022,946423
601983,673522
722007,905688
222567,1070001
198219,1021741
81035,243208
41077,1182082
455846,568902
851448,1064823
259735,1163120
657282,1122375
501126,1195791
46863,451521
152812,779862
38640,141063
709772,1049697
458781,814216
45811,520830
162570,182395
659250,1156623
1025030,1162301
386524,714701
683129,1091815
762837,1113898
372450,738670
515586,570911
277105,906667
327946,759335
184380,584954
250015,256622
572966,819843
3233,971256
487360,594807
639296,893706
47574,635398
111409,355571
602032,836719
240436,640518
44340,956251
34469,362716
1070452,1157374
70418,486350
223437,769183
443600,1076377
331189,930843
180227,984505
157258,256400
293057,894048
2798,690249
57259,111954
61390,1096121
347398,1082929
543003,1075900
206611,700297
366363,845109
722493,1148830
6732,360358
482750,702103
6467,593783
454223,853378
656147,1026169
777533,908954
194955,797970
272401,887186
37701,999195
376438,418410
254204,315391
721445,1219012
398760,1019377
42541,936283
341448,373901
177027,240363
77007,556043
40409,1175112
680164,993725
740417,1135519
75655,213887
357175,1199964
97477,548563
288912,534476
567860,887688
923534,1184188
222245,988204
846575,1088674
132803,538283
403426,799931
119699,1178373
266765,498401
528540,926727
263058,429526
1056585,1184773
962276,1164511
25474,355034
80892,747205
208095,1075345
738194,861929
51658,93396
356708,512410
638149,668843
586700,1107355
455060,670113
130816,821974
527897,769156
547305,995538
536435,699943
192630,576131
145391,586929
897868,1190192
535075,1061448
221870,659360
909700,1217766
533111,545570
178116,486242
157653,460177
907519,1029665
87919,944616
607726,630092
463801,884536
527417,730208
722931,1200279
495914,752356
291331,783414
296388,731117
137071,898961
587202,893067
14780,84716
822350,881191
718295,993276
265750,815005
188933,982122
986358,1034747
826259,980725
398912,763928
422760,433122
21766,796679
508061,1094359
215185,1221026
159668,914489
526539,1075622
822375,850861
963684,1117602
125839,504101
639595,1220325
790535,1202559
62426,328310
169661,1000439
523939,1193657
441727,942661
878678,958761
605684,811817
77858,903578
251308,882497
13315,47655
599790,906250
17837,61214
438561,873386
325670,1168024
1031744,1108606
487849,811377
22460,762162
123639,1219418
730984,898617
861164,866843
382680,1108832
17269,100542
352078,905313
841119,1129291
27807,617760
341943,1121835
893108,918747
884463,987339
575357,1111920
117033,782655
380492,782619
527236,636215
226913,1024888
124663,1095228
485241,912932
766560,832296
280260,485977
952812,1021079
517289,766771
161150,696438
423298,1218152
229572,532073
593045,919347
60476,793655
663804,859084
157551,345135
232965,1105303
582778,1110086
370419,729520
483442,1192510
42886,663835
27016,802443
555043,1000311
855461,1057380
85301,900540
238852,1176818
768884,991227
265764,392880
464302,613406
476278,1024383
724045,836758
812396,1168195
591308,755796
581720,1054717
816443,1197511
212485,409640
168483,457119
123211,971638
22158,968105
101997,910885
515723,980505
12466,161750
864981,997309
209133,396606
769697,873233
157533,935646
180008,239176
258949,770799
936939,1177482
454981,1200674
329045,366727
767383,969223
164451,1210106
819316,1145434
169544,200034
486138,704808
460414,499234
497145,530094
471795,512414
651294,860443
222909,1097820
134634,765469
213940,1207605
394816,425293
183858,1017893
197089,383994
177452,1058029
237256,1124375
397178,612651
274160,329976
509813,613782
524738,714502
536800,1083374
294993,869753
1074268,1149013
458079,1185841
349932,437042
235708,1001451
768847,1187080
1051852,1102914
618880,1022654
169140,331041
392637,820091
386947,529165
25104,914412
995739,1169420
227703,874587
427954,1066611
131267,1106330
98769,1104764
358102,1036458
519905,540139
170279,876984
467308,1024867
894111,961495
134731,272699
400374,1201178
594888,731638
390508,612151
799468,958326
722217,817149
185228,331115
542883,741726
454863,754675
456267,1077773
275018,794551
498745,594282
687226,1048926
391875,1071527
69148,1008607
1008201,1114756
287157,673061
78434,639923
112990,1001594
686641,846098
872118,1214082
778719,922226
172533,1011010
444982,532375
42954,659535
780744,947209
899218,1007356
375447,507756
499363,736870
324227,1065541
202389,487216
102551,161424
692287,1097475
289554,1217464
55815,879805
507837,594302
103747,730532
367510,868602
142990,992832
700117,700895
285477,1032494
446543,483480
76714,807928
300559,889898
9829,834008
1347,897868
609613,880541
1051794,1143229
238632,628259
990974,1123218
391674,643802
30671,901948
537461,738217
131690,1042811
581720,1069322
433577,467469
465558,685243
77163,463131
703588,844711
373727,756486
16909,643262
748083,819796
130409,190099
398541,943557
322475,1136694
53922,355822
10031,453090
392822,742821
364394,633052
1045750,1177715
312753,586262
521049,1058452
162242,310661
137583,372096
129855,1153738
657257,677803
172936,992128
135032,907262
325076,463169
428491,578970
868548,1146393
312405,907325
384265,465671
641190,1128598
160191,984222
735337,786755
488044,1191929
301914,908239
284335,511893
410278,1212322
235321,709133
593501,620470
717052,1205756
435558,844104
346256,1052453
40772,405143
647317,1161858
562016,1155094
812003,1184545
951486,1198674
389914,902932
317900,956331
180701,882964
91297,305254
819793,820646
543244,874592
850489,857812
440334,971489
592366,755917
467308,707496
766929,1059256
288503,904794
301510,825717
207203,678009
174844,1079881
367222,616264
636925,897914
435633,668999
268727,392992
88091,507429
117836,1214152
1039458,1054378
504462,910304
456179,948420
223804,784310
417173,478196
34904,1167701
609048,671494
797322,1177338
55082,186954
448501,1066227
233178,982054
204832,851938
66722,1072194
525074,943258
163417,495180
392667,1112146
533839,1093969
611035,829901
1043796,1175148
23259,993563
335169,1054029
75120,175313
713918,793439
573847,891191
314511,1060677
20934,908689
113224,823438
173869,300407
356410,523579
370561,614325
258788,1154133
429971,1202093
221965,571406
439522,952339
1027996,1217908
883068,1001360
641652,686641
417199,541244
599145,609165
846098,910885
758322,846098
355934,868808
131237,231503
139570,184516
607143,933276
17488,751882
413637,1087626
76386,653481
201678,1088204
234048,658605
46617,899605
516876,763920
117601,134972
749101,971096
610410,624991
234988,539255
161646,750738
335776,440073
777465,946383
67983,895114
946560,1073118
272255,521076
287709,739052
276343,378743
220091,1078467
21543,850837
678240,915237
134021,707496
307677,379979
19117,1148037
275304,389439
472000,707263
884932,946208
650674,670774
805372,1048132
400139,1113983
113430,308330
345547,673101
194401,329998
300488,451934
234144,934423
592215,674941
423839,1076005
833104,1133473
354014,1166122
730939,825370
588092,1177687
793234,943856
733361,955439
260006,1211988
357306,816577
31891,247170
238395,310170
180136,706697
293770,464599
290042,1123309
175098,302959
409663,1080449
153913,842019
367867,576485
290995,1216195
206186,582185
563005,636035
653676,985203
852633,940691
1173745,1191466
60699,672517
685770,697565
510796,812281
542624,951747
260981,550345
274631,855580
110274,663374
52853,111512
51629,908961
39861,497933
895025,979906
555933,1081252
572544,584285
440355,1114059
886895,958955
180076,421810
137522,355068
282142,934738
235569,1022931
3778,43262
250907,884462
249810,1139988
632925,1083315
221284,1058731
837100,847039
10203,246863
592034,789539
301744,632470
336949,826347
519345,1178909
736975,1141011
143406,552646
43193,1141032
269915,1089942
17154,464086
15818,32289
203220,258687
848258,1125546
7255,25823
848865,1048424
112097,1152952
999641,1113231
248532,708546
203912,916716
1155197,1169032
578570,903022
219157,721093
403573,479254
606477,916529
446820,862852
1084189,1107865
50188,111028
370222,1010085
439,786764
310083,526803
19087,730531
262582,705309
765509,1215339
923330,1019069
65889,658605
1162354,1205813
109686,704278
469380,944543
869600,1154589
392749,848306
691818,1117323
478466,1211053
537418,617957
1080110,1192193
523712,1041252
134976,997667
638439,1094252
634765,1222804
868181,1069228
7941,1068041
416067,960938
403549,1057899
466323,810701
386377,1150981
448094,1133044
345326,369906
652329,747827
843375,1091016
368547,1004705
325474,997936
41043,1184970
117588,1092787
127493,228655
365926,509239
570395,798169
313516,971916
243250,875169
586865,738588
24858,738650
397674,568401
512921,1014705
1063731,1064370
701791,788765
737650,817444
180275,655446
344941,529263
719270,897062
345822,881633
95358,762608
344551,474397
741615,1056480
784192,1104924
21454,1002691
253765,709792
365220,484123
442854,854038
8292,145898
305296,921651
415810,1190817
630555,1069923
252122,540995
317669,1174412
271968,355649
122121,249426
644266,857468
13298,164939
336257,468506
154577,1083315
424943,515956
751925,1010269
634340,710862
136545,473680
302425,318116
474985,868800
772871,867312
469588,1201677
72734,1213369
123663,965130
1112470,1148862
31325,828510
804540,995387
777155,1040778
637754,890388
356753,1046955
306135,818060
12333,811004
864402,977229
334399,440788
315920,639628
19184,1002736
151394,1174355
4104,1057513
252100,991413
277585,353502
212105,353179
247835,657023
163081,1062382
137333,765856
344914,700170
202775,555576
564927,621507
3878,327792
159304,1157975
448368,593345
218438,611902
324145,362768
117202,1063249
247489,1132069
588702,954717
215571,328034
256819,939471
62597,758322
807024,1053499
186716,884035
85897,964656
848505,1207921
88976,236102
347940,361244
989276,1093584
381659,1165671
226200,1001155
408631,522889
65286,420003
307698,1003092
109414,1120508
236221,610437
188307,201979
337180,910821
63439,176313
83712,221502
34605,1061003
56466,829026
599674,924628
223610,1042566
753134,956734
391506,818342
278121,841596
354759,436876
999080,1173596
756130,812254
278421,1092735
264835,1019703
678174,891398
71502,989334
284539,446863
657687,834357
505909,855942
519502,841499
241796,1162998
699123,1072764
258770,591215
491382,767346
729844,1106045
331370,732948
456842,1205923
25936,421084
958775,1193022
687887,931665
670641,1066869
33793,67075
1029543,1084580
217176,878075
109103,205601
814736,1191764
543441,872154
38859,352135
175072,737233
54945,821080
95805,735272
262552,862974
548315,709627
606446,1185276
742803,745875
677015,741235
492378,675073
507714,979030
470710,486069
348580,654279
60050,693360
173395,1110550
790923,944844
461977,575193
852878,877272
271403,1120949
9570,509661
344957,570765
300866,955066
26557,1094714
1034413,1195762
63933,182432
453856,735033
110017,169138
76143,746237
347100,870790
849193,1167866
144320,180637
1027984,1097253
500097,576114
172511,318012
934793,1080359
115432,235181
428130,443369
126366,426839
838786,1147725
309908,937973
65642,1162517
414378,492464
554940,1166014
263743,1203468
63475,1078983
256401,880193
865610,1153886
444722,741179
530969,628408
234209,640295
1010432,1059939
9837,1188428
381900,1209035
376588,934499
225833,655532
281715,859750
224751,517886
191972,643597
99674,670866
243368,854292
434971,490652
92216,590938
579080,864225
358117,852148
83343,507678
317081,337349
144551,880126
811546,1042416
7429,1039921
347505,772757
133689,464447
412538,1140931
804808,870748
146857,591842
265278,336991
199953,1042013
235342,1078125
659293,812292
789219,1028065
550725,791336
268749,1127770
441270,906303
820365,883264
550912,579131
238296,496582
694932,829304
31456,812406
17908,57055
818623,1053604
275405,531000
132654,185919
361485,377176
492464,1043679
330782,1069156
439374,909434
603874,1089116
537040,567771
603131,794774
13976,627289
785311,1175819
298874,774326
367011,831400
763538,977195
640855,944714
131497,1092110
853577,1085974
352663,850636
935812,1159854
499075,994499
862478,1140730
657608,1168348
177873,669148
157075,226147
714978,1084616
118333,805989
199464,776611
500856,957271
1044709,1186354
169883,283047
819140,901475
427611,752983
317475,593734
23041,149399
21626,26065
236299,443795
196778,469369
743581,835056
855736,1128865
389248,507442
361109,843311
1036696,1145242
629199,1095196
28652,291168
897908,1127016
49278,1045127
271556,632917
55661,768655
74975,118318
1108417,1142518
280762,713576
1069465,1174628
281842,561052
594707,649967
89060,250323
778949,927604
427171,1126135
201272,597822
137669,993433
431231,1147742
180522,334032
460155,767325
932761,986930
557726,1103283
187602,417949
229871,1012442
547026,845252
860429,1143595
416750,740377
267504,1113999
309703,626212
418850,535975
37966,73527
279215,1051469
835854,1067036
353349,1173063
126422,184059
60154,511724
1050271,1115452
165065,643119
299721,706035
992717,1083067
1155318,1203351
224981,391316
53736,453001
584219,1181142
596849,1001418
541176,1208547
869388,1046304
46841,975072
157586,562314
356719,828312
81939,1164164
70932,736053
488103,593311
951623,1123567
205018,645468
294463,343089
641967,819539
941975,1089707
165203,408017
97616,638474
118963,801042
641725,907147
846521,1109516
520153,1011552
530204,1186907
111712,947179
185303,253520
383020,391822
88746,695055
464329,628492
66966,1013573
555016,793711
3714,1133654
99590,1078822
11856,483116
58233,1089865
118490,674619
350510,1135273
300927,1121520
376534,409748
91640,879241
360132,669194
70809,511914
359746,1114663
174081,869239
383528,978996
910732,1092315
399035,897868
35423,140367
234196,796062
235848,717888
720992,843820
167895,802945
751264,1158512
477309,758468
700600,832682
564432,1101830
553022,607314
37930,523084
57152,446936
31392,838114
551827,689147
324112,1176818
413486,558835
139516,1141956
34303,619402
499999,1080499
69248,459307
574430,1168876
956242,1063823
120549,668230
47106,984522
525482,826169
149339,656161
464526,1197845
65596,546678
109443,1028551
198971,633589
493280,1154820
515929,531119
808263,1118759
46604,129296
740602,1014093
325100,743626
1078896,1084582
128054,128533
67701,378083
625564,653576
466578,1198987
576689,1042977
482677,964615
612701,1068488
101044,464896
803869,1015396
83437,1093332
925520,1137810
636163,653134
662288,808505
2241,825048
162746,714524
160582,454720
151614,1095124
761693,1137421
654393,764039
748129,1061704
319043,1191332
336963,825574
335687,1162641
811969,1088533
649952,1141081
114124,704128
363712,464711
619768,851119
94547,586770
551615,1196414
572555,1182282
475606,688758
358126,1028591
354521,789117
495186,602704
1021549,1159414
194707,943323
606005,700102
244222,1203093
1033878,1040300
741402,809069
874109,1216880
740233,860824
1145931,1197615
810237,1083400
203525,994072
1019740,1131962
407038,1143021
398401,827096
292980,776139
625192,891584
60384,658605
147494,833862
173694,495415
461923,641807
111279,228552
473747,941867
1175891,1207571
942132,1211789
300192,324112
848960,974246
217731,1140340
228892,904966
361397,584985
349759,1131405
46865,795766
486684,616462
444233,523834
662004,849820
990632,1001681
1133443,1151808
962025,1120947
497942,1070987
434450,1174612
613560,893468
700542,731868
447904,802774
500198,1175689
289783,1004414
386293,721881
174192,893659
852730,872170
31704,218490
424771,792497
1132673,1152506
371850,422113
59155,1050929
538734,917717
351328,871151
567104,1167832
9437,315467
586211,991946
303213,1190842
704741,761928
177008,570199
10252,946734
807780,933846
293628,1001896
310003,631979
489907,958594
567941,738258
118870,885954
95324,963245
584068,1200788
393110,680124
596235,617714
715762,953181
451150,638066
241379,961824
162031,247085
270919,1127575
727203,1130148
78403,750765
697048,962781
152904,267638
959512,974494
439745,1027367
900088,984957
254489,981347
323169,941881
117367,1153974
547944,1154283
1007450,1037040
305873,984912
916349,1042895
486314,525980
265753,412994
194420,883212
47478,632391
287052,1113082
250429,643198
370224,524869
123436,1061235
781287,1093197
332815,574671
44503,1051980
116529,1065360
49924,894510
463342,1012272
682369,930360
873268,1211271
305951,1022136
66772,133430
265944,787144
71793,942318
209123,516484
129162,813853
872965,985094
545636,792848
115153,365917
988929,1038710
1116003,1168217
281062,968984
845305,887736
64236,501361
419314,549612
468793,845188
329788,797880
281042,286660
659204,1132926
533531,666054
833432,1186071
524265,761131
780982,865819
182860,638794
455622,1128668
155560,200004
1014573,1187742
185901,569147
552189,804790
220929,675240
180370,840008
984510,1209337
917178,1032523
142377,1131561
601845,910885
643438,835050
1082507,1084915
252258,598790
512872,619294
786410,1220666
